country,region,eu_member,sector,asset_class,investment_eur,size_factor,cpi_score,climate_vuln,hdi,ghg_intensity,gender_factor,social_factor,dim_climate,dim_water,dim_gender,dim_social,dim_territory,dim_governance,dim_pollution,dim_innovation,idris_score,idris_band,taxonomy_eligible,taxonomy_aligned,dnsh_pass,sc_score,sfdr_article,pai_score,tcfd_physical,tcfd_transition,mifid_suitability,mifid_profile,csrd_in_scope,impact_material,financial_material
Hungary,Eastern Europe,True,Green Building / Real Estate,Real Estate,48856322.89,0.9978,42,0.462,0.854,0.092,0.532,0.631,86.5,59.9,57.1,68.6,67.4,47.2,86.9,65.3,67.18,Green,True,True,True,81.3,Article 8,67.7,Medium,Medium,7.2,ESG-integrated (MiFID Art. 8 preference),True,True,True
Pakistan,South Asia,False,Water & Sanitation,Green Bond,8450.22,0.166,29,0.71,0.544,0.076,0.591,0.897,72.1,55.0,47.4,56.7,60.5,28.7,87.0,77.9,57.89,Amber,True,False,False,78.6,Article 8,63.8,High,Medium,5.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Switzerland,Western Europe,False,Circular Economy,Real Estate,10841989.21,0.8532,82,0.248,0.962,0.266,0.544,0.68,68.8,62.8,76.1,74.5,55.7,48.3,72.6,96.9,68.59,Green,True,True,True,71.5,Article 8,71.6,Low,Low,7.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
Australia,Oceania,False,Microfinance,Private Equity / Venture,1522.99,0.0015,75,0.33,0.951,0.141,0.709,0.813,51.9,62.2,84.1,63.0,40.3,51.6,64.3,49.9,60.96,Green,False,False,False,0.0,Article 8,76.9,Low,Medium,6.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
Austria,Western Europe,True,Affordable Housing,Real Estate,16541.58,0.2305,74,0.177,0.916,0.255,0.619,0.864,50.0,65.5,83.8,71.4,54.0,68.0,56.7,55.0,65.2,Green,False,False,False,0.0,Article 8,74.2,Low,Medium,7.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
South Korea,East Asia,False,Microfinance,Project Finance,5664.27,0.1276,63,0.193,0.929,0.243,0.599,0.835,51.1,68.1,66.0,67.2,45.9,52.6,53.1,54.2,58.05,Green,False,False,False,0.0,Article 8,70.5,Low,Medium,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Brazil,Latin America,False,Biodiversity / Nature,Microfinance / Social Bond,4098427.52,0.7598,36,0.564,0.76,0.08,0.708,0.736,83.5,58.3,58.7,67.6,61.5,27.3,91.1,55.8,63.03,Green,True,True,True,80.4,Article 8,67.8,Medium,Low,6.8,ESG-integrated (MiFID Art. 8 preference),False,False,False
Kenya,Sub-Saharan Africa,False,Social Infrastructure,Project Finance,49401.36,0.3355,36,0.812,0.601,0.104,0.818,0.844,71.1,51.5,69.5,63.5,61.3,31.1,88.7,49.6,61.75,Green,True,False,False,78.5,Article 8,68.4,High,Medium,5.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Norway,Northern Europe,False,Circular Economy,Microfinance / Social Bond,9672357.86,0.8423,84,0.126,0.966,0.264,0.51,0.705,76.9,65.5,83.8,75.0,48.4,54.7,73.8,98.1,72.45,Green,True,True,True,73.1,Article 9,72.7,Low,Low,8.7,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Canada,North America,False,Green Building / Real Estate,Project Finance,430069.87,0.5433,76,0.312,0.936,0.204,0.469,0.615,74.2,66.6,70.9,60.3,44.6,58.2,85.6,61.1,66.44,Green,True,True,True,74.4,Article 8,71.5,Low,Medium,7.1,ESG-integrated (MiFID Art. 8 preference),False,True,False
Belgium,Western Europe,True,Financial Inclusion,SME Debt,715547.15,0.5922,73,0.222,0.937,0.034,0.703,0.85,64.7,67.5,87.2,72.7,57.5,74.1,76.1,95.6,74.46,Green,False,False,False,0.0,Article 8,82.2,Low,Medium,7.9,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Peru,Latin America,False,SME Finance,Real Estate,1175843.15,0.6399,40,0.566,0.762,0.248,0.638,0.794,44.7,56.7,61.2,69.3,56.3,26.4,56.5,61.2,53.01,Amber,False,False,False,0.0,Article 8,62.4,Medium,Medium,5.8,ESG-integrated (MiFID Art. 8 preference),False,False,False
Vietnam,Southeast Asia,False,Social Infrastructure,Green Bond,14384398.83,0.8804,41,0.58,0.703,0.096,0.694,0.865,80.6,56.3,65.3,72.9,63.1,38.6,90.3,63.2,66.67,Green,True,True,True,80.9,Article 8,69.0,Medium,Medium,7.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Sri Lanka,South Asia,False,Education & Skills,Microfinance / Social Bond,116846.19,0.4182,34,0.647,0.782,0.0,0.869,1.0,64.8,58.8,72.1,75.5,55.8,19.2,71.8,85.0,61.74,Green,False,False,False,0.0,Article 8,71.5,Medium,Medium,6.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Ghana,Sub-Saharan Africa,False,Private Equity (diversified),Real Estate,1160492.11,0.6387,43,0.629,0.632,0.391,0.449,0.429,37.1,58.9,46.2,43.4,59.2,25.4,46.8,58.5,43.88,Amber,False,False,False,0.0,Article 6,54.9,Medium,High,3.4,Conventional (Article 6 compatible),False,False,False
South Korea,East Asia,False,Green Building / Real Estate,Microfinance / Social Bond,7494.43,0.1545,63,0.402,0.929,0.303,0.547,0.695,63.7,63.5,67.1,62.4,47.8,39.5,74.1,53.2,59.66,Green,True,True,True,65.7,Article 8,65.5,Medium,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,True,False
New Zealand,Oceania,False,Extractive Industry,Real Estate,6833.53,0.1456,85,0.222,0.937,0.839,0.438,0.498,8.7,20.2,77.0,53.4,43.2,55.7,11.4,51.1,42.59,Amber,False,False,False,0.0,Article 6,55.0,Low,High,3.3,Conventional (Article 6 compatible),False,True,False
Sweden,Northern Europe,True,Private Equity (diversified),SME Debt,35944850.98,0.9683,85,0.212,0.952,0.381,0.457,0.641,43.7,65.9,76.2,73.4,60.3,77.2,44.3,71.3,64.49,Green,False,False,False,0.0,Article 8,70.4,Low,High,5.9,ESG-integrated (MiFID Art. 8 preference),True,False,True
Greece,Southern Europe,True,Social Infrastructure,Microfinance / Social Bond,15150.29,0.2221,49,0.394,0.887,0.123,0.787,1.0,74.8,57.6,81.3,71.0,51.4,48.6,80.5,54.1,67.68,Green,True,True,True,79.7,Article 8,73.4,Low,Medium,7.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
South Africa,Sub-Saharan Africa,False,Green Building / Real Estate,Microfinance / Social Bond,255753.18,0.4934,41,0.614,0.713,0.197,0.581,0.489,69.3,56.6,53.8,49.6,62.9,25.7,76.3,56.3,55.09,Amber,True,True,True,70.2,Article 8,62.6,Medium,Medium,6.0,ESG-integrated (MiFID Art. 8 preference),False,True,False
South Africa,Sub-Saharan Africa,False,Financial Inclusion,Green Bond,4202.62,0.0989,41,0.727,0.713,0.277,0.53,0.845,38.6,57.8,53.0,64.1,58.2,37.6,49.0,77.0,51.62,Amber,False,False,False,0.0,Article 8,60.0,High,Medium,4.7,Conventional (Article 6 compatible),False,False,False
Romania,Eastern Europe,True,Biodiversity / Nature,Private Equity / Venture,11889.97,0.1988,46,0.444,0.821,0.09,0.454,0.655,78.2,60.0,48.2,48.7,61.2,49.1,83.7,52.3,59.58,Green,True,True,True,78.4,Article 8,67.3,Medium,Low,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Mexico,Latin America,False,Social Infrastructure,SME Debt,1887070.46,0.6853,31,0.565,0.758,0.084,0.708,0.923,79.2,60.9,62.1,77.3,54.5,22.1,90.1,59.2,63.38,Green,True,True,True,80.3,Article 8,66.2,Medium,Medium,6.8,ESG-integrated (MiFID Art. 8 preference),False,False,False
Italy,Southern Europe,True,Financial Inclusion,Microfinance / Social Bond,8620.09,0.1679,56,0.408,0.895,0.21,0.523,0.995,50.6,61.1,64.4,72.7,55.3,52.0,54.0,89.3,60.76,Green,False,False,False,0.0,Article 8,67.6,Medium,Medium,6.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
Japan,East Asia,False,Affordable Housing,Project Finance,14278524.55,0.8797,73,0.34,0.92,0.214,0.579,0.886,52.1,64.6,78.5,81.5,54.1,56.9,58.5,71.2,65.46,Green,False,False,False,0.0,Article 8,72.5,Low,Medium,7.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Australia,Oceania,False,Extractive Industry,Real Estate,43857767.26,0.9874,75,0.364,0.951,0.894,0.336,0.345,6.4,18.9,67.8,50.2,51.6,43.1,8.7,67.3,39.26,Red,False,False,False,0.0,Article 6,47.7,Low,High,2.9,Conventional (Article 6 compatible),False,True,False
Hungary,Eastern Europe,True,Circular Economy,Project Finance,2706.74,0.0567,42,0.407,0.854,0.146,0.438,0.737,68.5,58.7,45.5,62.7,58.5,56.3,85.5,73.6,61.62,Green,True,True,True,75.9,Article 8,65.6,Medium,Low,6.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
United States,North America,False,Social Infrastructure,Green Bond,36427678.67,0.9696,69,0.347,0.926,0.113,0.662,0.917,81.7,65.6,82.8,84.9,57.8,57.3,91.7,66.6,75.65,Dark Green,True,True,True,83.5,Article 9,76.2,Low,Medium,9.1,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Spain,Southern Europe,True,Affordable Housing,Microfinance / Social Bond,1258820.41,0.6465,60,0.4,0.905,0.397,0.521,0.874,39.8,61.5,66.7,79.0,64.9,59.1,42.8,66.6,59.59,Green,False,False,False,0.0,Article 8,63.8,Medium,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,True
Philippines,Southeast Asia,False,Sustainable Agriculture,Green Bond,48343530.85,0.9968,33,0.594,0.699,0.458,0.704,0.848,50.9,19.0,56.7,72.7,63.8,30.9,57.0,69.6,52.57,Amber,True,True,True,53.6,Article 8,56.8,Medium,Medium,5.8,ESG-integrated (MiFID Art. 8 preference),False,False,False
Norway,Northern Europe,False,Food & Nutrition,SME Debt,578243.18,0.5718,84,0.236,0.966,0.428,0.713,0.791,33.8,26.7,94.2,69.5,50.6,57.3,36.9,63.2,57.59,Amber,False,False,False,0.0,Article 8,71.7,Low,High,5.3,ESG-integrated (MiFID Art. 8 preference),False,True,False
Brazil,Latin America,False,Circular Economy,Project Finance,415377.23,0.54,36,0.541,0.76,0.113,0.439,0.696,79.1,60.0,39.1,60.8,54.2,30.6,81.7,90.3,58.49,Green,True,True,True,76.6,Article 8,62.2,Medium,Low,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Japan,East Asia,False,Healthcare,Green Bond,10597953.13,0.851,73,0.352,0.92,0.234,0.624,0.831,53.4,58.1,78.1,75.9,54.6,55.0,57.9,67.0,63.69,Green,False,False,False,0.0,Article 8,72.6,Low,Medium,6.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
Brazil,Latin America,False,Food & Nutrition,Green Bond,28618.49,0.2831,36,0.625,0.76,0.312,0.574,0.88,42.7,60.8,46.8,63.7,51.5,40.6,50.6,55.5,50.07,Amber,False,False,False,0.0,Article 8,59.8,Medium,High,4.5,Conventional (Article 6 compatible),False,True,False
Italy,Southern Europe,True,Water & Sanitation,Private Equity / Venture,5472.34,0.1243,56,0.215,0.895,0.114,0.618,0.766,83.3,63.9,64.6,63.2,56.7,58.7,89.8,78.7,69.54,Green,True,True,True,81.0,Article 8,73.7,Low,Medium,7.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Hungary,Eastern Europe,True,Biodiversity / Nature,Real Estate,61254.92,0.3562,42,0.467,0.854,0.116,0.483,0.759,79.4,62.8,54.2,55.5,64.2,48.3,90.3,52.1,63.02,Green,True,True,True,78.3,Article 8,66.2,Medium,Low,6.8,ESG-integrated (MiFID Art. 8 preference),False,False,False
Greece,Southern Europe,True,SME Finance,SME Debt,36612741.61,0.9701,49,0.504,0.887,0.275,0.637,0.774,48.7,56.8,69.3,77.0,58.8,56.1,46.9,71.4,60.8,Green,False,False,False,0.0,Article 8,66.6,Medium,Medium,6.6,ESG-integrated (MiFID Art. 8 preference),False,False,True
Poland,Eastern Europe,True,Education & Skills,SME Debt,121232.95,0.4218,54,0.316,0.88,0.161,0.747,0.982,58.3,70.2,74.1,67.8,57.8,53.6,61.8,84.5,65.01,Green,False,False,False,0.0,Article 8,73.5,Low,Medium,7.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
United Kingdom,Western Europe,False,Digital Infrastructure,SME Debt,4606015.53,0.771,71,0.307,0.929,0.301,0.442,0.634,48.3,62.8,68.4,67.6,53.2,41.0,51.9,91.5,58.64,Green,False,False,False,0.0,Article 8,65.7,Low,Medium,6.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
Norway,Northern Europe,False,Green Building / Real Estate,Microfinance / Social Bond,1825119.67,0.6821,84,0.163,0.966,0.178,0.529,0.662,82.8,72.1,84.8,67.9,53.7,55.3,80.2,61.3,72.1,Green,True,True,True,78.2,Article 9,75.3,Low,Medium,8.7,Sustainability-focused (MiFID Art. 9 preference),False,True,False
Netherlands,Western Europe,True,Manufacturing (conventional),Microfinance / Social Bond,5801120.52,0.7932,79,0.332,0.941,0.537,0.469,0.565,31.3,24.1,70.2,60.3,60.1,72.9,35.4,62.7,53.7,Amber,False,False,False,0.0,Article 8,64.1,Low,High,4.9,Conventional (Article 6 compatible),True,True,True
France,Western Europe,True,Clean Transportation,Microfinance / Social Bond,234385.11,0.4851,71,0.244,0.903,0.194,0.469,0.628,75.2,65.9,70.1,61.5,57.6,64.6,86.6,87.1,70.24,Green,True,True,True,76.5,Article 8,71.9,Low,Low,7.5,Sustainability-focused (MiFID Art. 9 preference),False,True,False
Canada,North America,False,Social Infrastructure,Real Estate,111795.4,0.414,76,0.28,0.936,0.175,0.66,1.0,78.9,62.1,83.8,79.9,48.1,48.9,82.7,59.4,70.94,Green,True,True,True,77.9,Article 8,75.2,Low,Medium,7.6,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Norway,Northern Europe,False,SME Finance,Microfinance / Social Bond,13705.22,0.2124,84,0.145,0.966,0.259,0.567,0.748,44.8,66.4,81.4,66.0,45.9,48.1,53.3,55.0,59.08,Green,False,False,False,0.0,Article 8,73.2,Low,Medium,6.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
Colombia,Latin America,False,Circular Economy,Private Equity / Venture,3050853.09,0.7315,39,0.621,0.752,0.167,0.496,0.558,78.7,63.0,47.5,51.7,59.7,25.0,83.9,93.1,58.96,Green,True,True,True,73.6,Article 8,61.4,Medium,Low,6.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
Kenya,Sub-Saharan Africa,False,Education & Skills,SME Debt,13235098.88,0.8724,36,0.575,0.601,0.205,0.713,0.885,50.3,55.2,60.5,70.2,64.0,25.8,60.8,93.1,56.78,Amber,False,False,False,0.0,Article 8,64.2,Medium,Medium,6.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Vietnam,Southeast Asia,False,Manufacturing (conventional),Project Finance,2411.57,0.0456,41,0.564,0.703,0.62,0.555,0.564,21.0,22.5,56.3,47.9,58.5,41.8,29.5,47.3,40.76,Amber,False,False,False,0.0,Article 6,52.1,Medium,High,3.1,Conventional (Article 6 compatible),False,True,False
Colombia,Latin America,False,Extractive Industry,Green Bond,3887949.18,0.7547,39,0.566,0.752,0.892,0.383,0.288,4.8,15.6,40.4,41.4,60.8,40.5,7.0,63.2,31.83,Red,False,False,False,0.0,Article 6,40.8,Medium,High,2.2,Conventional (Article 6 compatible),False,True,False
Spain,Southern Europe,True,Healthcare,Private Equity / Venture,1406135.37,0.6571,60,0.404,0.905,0.334,0.557,0.929,43.1,55.1,68.1,76.6,65.4,60.1,47.6,56.0,59.66,Green,False,False,False,0.0,Article 8,66.3,Medium,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,True
Sri Lanka,South Asia,False,Energy Efficiency,Green Bond,11366.91,0.1945,34,0.653,0.782,0.083,0.562,0.656,78.4,52.0,46.4,59.5,53.5,28.3,84.1,82.3,58.34,Green,True,True,True,78.4,Article 8,64.2,High,Low,5.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Ethiopia,Sub-Saharan Africa,False,Affordable Housing,SME Debt,14291120.22,0.8797,37,0.776,0.492,0.273,0.679,1.0,40.3,55.6,60.1,74.3,71.7,21.5,54.6,59.0,52.82,Amber,False,False,False,0.0,Article 8,60.4,High,Medium,4.8,Conventional (Article 6 compatible),False,False,False
Morocco,MENA,False,Financial Inclusion,Green Bond,20376235.7,0.9138,38,0.52,0.683,0.149,0.774,0.853,55.8,60.5,67.2,71.8,66.3,35.1,63.5,92.8,61.57,Green,False,False,False,0.0,Article 8,68.5,Medium,Medium,6.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Mexico,Latin America,False,Education & Skills,Real Estate,24115.38,0.2667,31,0.569,0.758,0.035,0.747,0.94,58.0,59.8,61.2,67.8,49.8,19.8,75.1,83.5,57.1,Amber,False,False,False,0.0,Article 8,68.1,Medium,Medium,6.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Senegal,Sub-Saharan Africa,False,Biodiversity / Nature,SME Debt,4100599.22,0.7599,43,0.752,0.511,0.159,0.664,0.768,70.9,55.5,56.6,55.1,68.2,29.0,82.2,63.4,58.62,Green,True,False,False,73.9,Article 8,65.3,High,Low,5.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
South Korea,East Asia,False,Private Equity (diversified),Green Bond,418083.48,0.5406,63,0.349,0.929,0.277,0.544,0.547,51.0,60.2,67.2,59.5,51.2,44.9,55.1,53.5,55.9,Amber,False,False,False,0.0,Article 8,67.0,Low,High,5.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Bolivia,Latin America,False,Microfinance,Project Finance,29123538.14,0.9481,31,0.554,0.698,0.391,0.663,0.793,39.3,56.9,51.8,68.5,62.7,29.6,43.0,63.9,49.85,Amber,False,False,False,0.0,Article 6,57.6,Medium,Medium,5.0,Conventional (Article 6 compatible),False,False,False
Argentina,Latin America,False,Private Equity (diversified),Project Finance,8523.05,0.1668,37,0.571,0.842,0.451,0.504,0.477,31.9,14.4,48.2,43.0,50.0,32.9,40.9,51.2,39.09,Red,False,False,False,0.0,Article 6,54.2,Medium,High,2.9,Conventional (Article 6 compatible),False,False,False
South Korea,East Asia,False,Energy Efficiency,Private Equity / Venture,2798.12,0.0599,63,0.349,0.929,0.153,0.468,0.693,74.5,67.7,72.8,57.9,41.7,38.0,76.9,84.2,63.84,Green,True,True,True,76.4,Article 8,68.3,Low,Low,6.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
Norway,Northern Europe,False,Renewable Energy,Project Finance,928832.87,0.6173,84,0.166,0.966,0.0,0.485,0.772,88.6,63.5,78.2,76.3,49.6,65.1,99.8,96.2,77.61,Dark Green,True,True,True,91.0,Article 9,80.4,Low,Low,9.3,Sustainability-focused (MiFID Art. 9 preference),False,True,False
Indonesia,Southeast Asia,False,SME Finance,Green Bond,187716.01,0.4637,34,0.705,0.705,0.28,0.677,0.692,41.4,57.3,64.6,59.8,57.9,29.8,54.5,53.3,51.68,Amber,False,False,False,0.0,Article 8,60.8,High,Medium,4.7,Conventional (Article 6 compatible),False,False,False
Romania,Eastern Europe,True,SME Finance,Private Equity / Venture,115830.67,0.4174,46,0.428,0.821,0.433,0.707,0.73,33.6,20.6,65.9,60.7,61.0,44.9,44.2,59.6,49.6,Amber,False,False,False,0.0,Article 6,62.2,Medium,Medium,5.0,Conventional (Article 6 compatible),False,False,False
Mexico,Latin America,False,Digital Infrastructure,Project Finance,3492113.43,0.7444,31,0.673,0.758,0.23,0.322,0.557,40.2,54.1,33.2,53.2,54.8,36.2,58.9,95.3,47.62,Amber,False,False,False,0.0,Article 6,55.7,High,Medium,3.8,Conventional (Article 6 compatible),False,False,False
Vietnam,Southeast Asia,False,Green Building / Real Estate,SME Debt,9942.74,0.1816,41,0.618,0.703,0.352,0.462,0.618,55.7,60.6,46.7,54.1,57.0,30.7,65.0,48.2,50.88,Amber,True,True,True,59.2,Article 8,56.5,Medium,Medium,5.6,ESG-integrated (MiFID Art. 8 preference),False,True,False
Canada,North America,False,Biodiversity / Nature,Microfinance / Social Bond,824628.06,0.6058,76,0.418,0.936,0.0,0.564,0.672,86.3,63.2,75.6,68.4,43.3,46.5,92.8,62.1,69.43,Green,True,True,True,87.8,Article 8,77.3,Medium,Low,7.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
France,Western Europe,True,Microfinance,Green Bond,98920.11,0.4022,71,0.25,0.903,0.095,0.75,0.852,64.3,57.6,91.2,68.7,55.8,82.0,66.3,59.9,71.72,Green,False,False,False,0.0,Article 8,81.7,Low,Medium,7.7,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Turkey,MENA,False,Microfinance,SME Debt,2788.87,0.0595,34,0.547,0.838,0.13,0.659,0.987,51.5,55.9,57.1,74.1,50.6,23.8,60.4,51.8,53.03,Amber,False,False,False,0.0,Article 8,64.8,Medium,Medium,5.8,ESG-integrated (MiFID Art. 8 preference),False,False,False
Romania,Eastern Europe,True,Digital Infrastructure,Green Bond,12011657.16,0.8631,46,0.453,0.821,0.144,0.468,0.529,59.3,66.3,53.2,56.6,64.3,59.1,62.6,99.5,61.35,Green,False,False,False,0.0,Article 8,67.0,Medium,Medium,6.6,ESG-integrated (MiFID Art. 8 preference),True,False,True
Ghana,Sub-Saharan Africa,False,Digital Infrastructure,Private Equity / Venture,38901925.47,0.9759,43,0.702,0.632,0.253,0.424,0.545,51.0,58.6,46.9,51.4,64.6,25.7,56.7,96.8,51.46,Amber,False,False,False,0.0,Article 8,58.0,High,Medium,4.6,Conventional (Article 6 compatible),False,False,False
Austria,Western Europe,True,Manufacturing (conventional),Green Bond,9559060.74,0.8411,74,0.295,0.916,0.581,0.405,0.586,29.0,19.5,72.0,65.4,62.3,74.6,31.5,68.0,54.41,Amber,False,False,False,0.0,Article 8,61.1,Low,High,4.9,Conventional (Article 6 compatible),True,True,True
Turkey,MENA,False,Energy Efficiency,Project Finance,37349.74,0.3087,34,0.545,0.838,0.095,0.477,0.796,75.1,55.6,46.3,63.1,48.3,28.7,84.8,85.0,58.45,Green,True,True,True,77.7,Article 8,62.8,Medium,Low,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Sri Lanka,South Asia,False,Water & Sanitation,Private Equity / Venture,32099834.88,0.9574,34,0.58,0.782,0.0,0.513,0.878,90.1,59.2,41.0,74.1,56.3,23.4,91.8,97.4,63.31,Green,True,True,True,85.3,Article 8,65.5,Medium,Medium,6.8,ESG-integrated (MiFID Art. 8 preference),False,False,False
South Africa,Sub-Saharan Africa,False,Affordable Housing,Private Equity / Venture,1506.7,0.0004,41,0.609,0.713,0.31,0.702,0.897,43.7,57.3,66.0,60.1,51.8,24.2,52.7,49.6,50.69,Amber,False,False,False,0.0,Article 8,61.6,Medium,Medium,5.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
Austria,Western Europe,True,Food & Nutrition,Green Bond,4949699.47,0.7779,74,0.215,0.916,0.354,0.514,0.805,45.5,67.3,75.7,73.9,57.8,76.2,50.2,65.1,64.78,Green,False,False,False,0.0,Article 8,70.1,Low,High,6.0,ESG-integrated (MiFID Art. 8 preference),False,True,True
Germany,Western Europe,True,Water & Sanitation,Private Equity / Venture,2309.42,0.0414,78,0.294,0.942,0.129,0.604,0.903,75.8,67.0,83.7,70.0,46.2,67.8,82.5,79.3,73.11,Green,True,True,True,81.5,Article 9,77.6,Low,Medium,8.8,Sustainability-focused (MiFID Art. 9 preference),False,False,False
France,Western Europe,True,Food & Nutrition,SME Debt,354933.61,0.5249,71,0.262,0.903,0.365,0.668,0.907,41.1,62.7,83.3,74.0,53.9,61.8,50.7,63.4,62.62,Green,False,False,False,0.0,Article 8,70.5,Low,High,5.8,ESG-integrated (MiFID Art. 8 preference),False,True,False
Romania,Eastern Europe,True,Clean Transportation,Microfinance / Social Bond,1452239.15,0.6602,46,0.324,0.821,0.071,0.449,0.596,84.3,65.1,56.2,58.1,59.7,49.5,88.8,89.9,66.82,Green,True,True,True,82.5,Article 8,68.4,Low,Low,7.2,ESG-integrated (MiFID Art. 8 preference),False,True,True
France,Western Europe,True,Microfinance,Microfinance / Social Bond,22112.49,0.2584,71,0.332,0.903,0.202,0.779,0.902,50.8,62.4,95.2,67.2,55.3,69.5,59.2,53.3,67.23,Green,False,False,False,0.0,Article 8,77.6,Low,Medium,7.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
South Korea,East Asia,False,Financial Inclusion,SME Debt,1111806.79,0.6345,63,0.355,0.929,0.187,0.715,0.881,55.8,65.5,79.0,81.8,49.8,32.7,66.0,92.0,64.37,Green,False,False,False,0.0,Article 8,71.5,Low,Medium,6.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
Peru,Latin America,False,Clean Transportation,Real Estate,9148812.63,0.8369,40,0.535,0.762,0.079,0.44,0.661,79.1,61.9,45.6,63.8,59.7,25.7,86.0,99.8,61.11,Green,True,True,True,79.7,Article 8,63.4,Medium,Low,6.6,ESG-integrated (MiFID Art. 8 preference),False,True,False
Switzerland,Western Europe,False,Education & Skills,Project Finance,8740438.74,0.8325,82,0.129,0.962,0.203,0.718,0.786,60.0,67.1,93.2,68.1,49.8,60.1,57.6,98.8,69.69,Green,False,False,False,0.0,Article 8,78.5,Low,Medium,7.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Bangladesh,South Asia,False,Circular Economy,Real Estate,413997.82,0.5397,24,0.716,0.661,0.25,0.522,0.823,60.1,51.1,34.3,65.3,56.0,11.4,77.4,89.9,50.87,Amber,True,False,False,65.4,Article 8,54.9,High,Low,4.6,Conventional (Article 6 compatible),False,False,False
Kenya,Sub-Saharan Africa,False,Green Building / Real Estate,Microfinance / Social Bond,12943433.04,0.8702,36,0.676,0.601,0.127,0.599,0.655,75.8,52.7,49.0,58.5,69.2,26.9,87.5,63.7,58.58,Green,True,True,True,75.8,Article 8,63.8,High,Medium,5.4,ESG-integrated (MiFID Art. 8 preference),False,True,False
Germany,Western Europe,True,SME Finance,Project Finance,6066473.22,0.7975,78,0.287,0.942,0.236,0.64,0.786,56.7,64.5,83.0,74.4,58.1,82.7,56.2,65.1,69.7,Green,False,False,False,0.0,Article 8,76.8,Low,Medium,7.5,ESG-integrated (MiFID Art. 8 preference),False,False,True
Czech Republic,Eastern Europe,True,Water & Sanitation,Real Estate,9915845.48,0.8446,57,0.305,0.9,0.157,0.526,0.871,81.1,59.8,59.5,80.7,61.3,56.8,81.2,98.6,70.84,Green,True,True,True,78.9,Article 8,70.3,Low,Medium,7.6,Sustainability-focused (MiFID Art. 9 preference),True,False,True
Egypt,MENA,False,Green Building / Real Estate,Green Bond,473658.72,0.5526,35,0.63,0.728,0.219,0.498,0.655,66.0,53.3,45.0,60.1,57.1,31.4,78.9,58.6,54.83,Amber,True,True,True,68.8,Article 8,59.8,Medium,Medium,6.0,ESG-integrated (MiFID Art. 8 preference),False,True,False
Kazakhstan,Central Asia,False,Water & Sanitation,Green Bond,4625023.46,0.7714,36,0.509,0.811,0.0,0.627,0.727,82.9,63.4,49.8,71.9,50.4,29.8,95.9,95.4,64.56,Green,True,True,True,85.8,Article 8,69.0,Medium,Medium,7.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Spain,Southern Europe,True,Sustainable Agriculture,Green Bond,121102.6,0.4216,60,0.283,0.905,0.318,0.579,0.762,65.5,64.0,73.1,62.6,56.1,72.6,72.0,59.1,67.06,Green,True,True,True,67.7,Article 8,69.0,Low,Medium,7.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
